country,year,literacy_rate,Child_per_woman,child_mortality
Chad,1984-01-01,0.8605408348457351,7.09,229.0
Chad,1985-01-01,0.8605408348457351,7.12,226.0
Chad,1986-01-01,0.8605408348457351,7.16,224.0
Chad,1987-01-01,0.8605408348457351,7.2,221.0
Chad,1988-01-01,0.8605408348457351,7.24,218.0
Chad,1989-01-01,0.8605408348457351,7.28,215.0
Chad,1990-01-01,0.8605408348457351,7.31,212.0
Chad,1991-01-01,0.8605408348457351,7.35,209.0
Chad,1992-01-01,0.8605408348457351,7.38,207.0
Chad,1993-01-01,0.174,7.4,204.0
Chad,1994-01-01,0.8605408348457351,7.42,202.0
Chad,1995-01-01,0.8605408348457351,7.43,200.0
Chad,1996-01-01,0.8605408348457351,7.43,197.0
Chad,1997-01-01,0.8605408348457351,7.42,195.0
Chad,1998-01-01,0.8605408348457351,7.41,192.0
Chad,1999-01-01,0.8605408348457351,7.38,189.0
Chad,2000-01-01,0.376,7.35,186.0
Chad,2001-01-01,0.8605408348457351,7.32,183.0
Chad,2002-01-01,0.8605408348457351,7.27,179.0
Chad,2003-01-01,0.8605408348457351,7.21,176.0
Chad,2004-01-01,0.41700000000000004,7.15,172.0
Chad,2005-01-01,0.8605408348457351,7.07,169.0
Chad,2006-01-01,0.8605408348457351,6.99,165.0
Chad,2007-01-01,0.8605408348457351,6.9,162.0
Chad,2008-01-01,0.8605408348457351,6.8,158.0
Chad,2009-01-01,0.8605408348457351,6.7,154.0
Chad,2010-01-01,0.8605408348457351,6.59,150.0
Chad,2011-01-01,0.479,6.48,146.0
Chile,1975-01-01,0.8605408348457351,3.22,64.4
Chile,1976-01-01,0.8605408348457351,3.1,56.6
Chile,1977-01-01,0.8605408348457351,2.99,48.8
Chile,1978-01-01,0.8605408348457351,2.91,41.9
Chile,1979-01-01,0.8605408348457351,2.83,36.7
Chile,1980-01-01,0.8605408348457351,2.78,33.0
Chile,1981-01-01,0.8605408348457351,2.74,29.9
Chile,1982-01-01,0.9670000000000001,2.71,27.1
Chile,1983-01-01,0.8605408348457351,2.69,24.6
Chile,1984-01-01,0.8605408348457351,2.68,23.0
Chile,1985-01-01,0.8605408348457351,2.67,22.4
Chile,1986-01-01,0.8605408348457351,2.65,22.2
Chile,1987-01-01,0.8605408348457351,2.64,21.9
Chile,1988-01-01,0.8605408348457351,2.61,21.4
Chile,1989-01-01,0.8605408348457351,2.58,20.4
Chile,1990-01-01,0.8605408348457351,2.55,19.1
Chile,1991-01-01,0.8605408348457351,2.5,17.6
Chile,1992-01-01,0.9840000000000001,2.46,16.2
Chile,1993-01-01,0.8605408348457351,2.41,15.0
Chile,1994-01-01,0.8605408348457351,2.36,13.9
Chile,1995-01-01,0.8605408348457351,2.31,13.1
Chile,1996-01-01,0.8605408348457351,2.27,12.5
Chile,1997-01-01,0.8605408348457351,2.23,12.2
Chile,1998-01-01,0.8605408348457351,2.18,11.9
Chile,1999-01-01,0.8605408348457351,2.14,11.5
Chile,2000-01-01,0.8605408348457351,2.11,10.9
Chile,2001-01-01,0.8605408348457351,2.07,10.3
Chile,2002-01-01,0.99,2.05,9.8
Chile,2003-01-01,0.8605408348457351,2.02,9.51
Chile,2004-01-01,0.8605408348457351,2.0,9.29
Chile,2005-01-01,0.8605408348457351,1.98,9.1
Chile,2006-01-01,0.8605408348457351,1.96,8.96
Chile,2007-01-01,0.8605408348457351,1.95,8.91
Chile,2008-01-01,0.992,1.93,8.89
Chile,2009-01-01,0.9890000000000001,1.9,8.83
Chile,2010-01-01,0.8605408348457351,1.88,8.7
Chile,2011-01-01,0.8605408348457351,1.86,8.55
China,1975-01-01,0.8605408348457351,3.58,84.9
China,1976-01-01,0.8605408348457351,3.25,79.6
China,1977-01-01,0.8605408348457351,2.87,74.5
China,1978-01-01,0.8605408348457351,2.74,69.9
China,1979-01-01,0.8605408348457351,2.8,66.0
China,1980-01-01,0.8605408348457351,2.32,62.5
China,1981-01-01,0.8605408348457351,2.67,59.7
China,1982-01-01,0.888,2.58,57.5
China,1983-01-01,0.8605408348457351,2.58,55.8
China,1984-01-01,0.8605408348457351,2.62,54.7
China,1985-01-01,0.8605408348457351,2.66,54.0
China,1986-01-01,0.8605408348457351,2.68,53.8
China,1987-01-01,0.8605408348457351,2.65,53.8
China,1988-01-01,0.8605408348457351,2.59,53.9
China,1989-01-01,0.8605408348457351,2.49,53.9
China,1990-01-01,0.943,2.35,53.7
China,1991-01-01,0.8605408348457351,2.19,53.2
China,1992-01-01,0.8605408348457351,2.02,52.2
China,1993-01-01,0.8605408348457351,1.87,50.8
China,1994-01-01,0.8605408348457351,1.74,49.2
China,1995-01-01,0.8605408348457351,1.64,47.4
China,1996-01-01,0.8605408348457351,1.57,45.5
China,1997-01-01,0.8605408348457351,1.53,43.5
China,1998-01-01,0.8605408348457351,1.5,41.5
China,1999-01-01,0.8605408348457351,1.49,39.2
China,2000-01-01,0.9890000000000001,1.5,36.8
China,2001-01-01,0.8605408348457351,1.51,34.2
China,2002-01-01,0.8605408348457351,1.52,31.5
China,2003-01-01,0.8605408348457351,1.54,28.9
China,2004-01-01,0.8605408348457351,1.55,26.3
China,2005-01-01,0.8605408348457351,1.57,24.0
China,2006-01-01,0.8605408348457351,1.57,21.9
China,2007-01-01,0.8605408348457351,1.58,20.1
China,2008-01-01,0.8605408348457351,1.58,18.5
China,2009-01-01,0.8605408348457351,1.59,17.0
China,2010-01-01,0.996,1.59,15.8
China,2011-01-01,0.8605408348457351,1.59,14.6
Colombia,1975-01-01,0.8605408348457351,4.52,78.5
Colombia,1976-01-01,0.8605408348457351,4.4,74.2
Colombia,1977-01-01,0.8605408348457351,4.28,69.9
Colombia,1978-01-01,0.8605408348457351,4.18,65.7
Colombia,1979-01-01,0.8605408348457351,4.07,61.6
Colombia,1980-01-01,0.8605408348457351,3.97,57.7
Colombia,1981-01-01,0.8605408348457351,3.86,54.1
Colombia,1982-01-01,0.8605408348457351,3.74,50.8
Colombia,1983-01-01,0.8605408348457351,3.63,47.8
Colombia,1984-01-01,0.8605408348457351,3.53,45.2
Colombia,1985-01-01,0.8605408348457351,3.42,42.9
Colombia,1986-01-01,0.8605408348457351,3.32,40.9
Colombia,1987-01-01,0.8605408348457351,3.23,39.1
Colombia,1988-01-01,0.8605408348457351,3.14,37.7
Colombia,1989-01-01,0.8605408348457351,3.07,36.4
Colombia,1990-01-01,0.8605408348457351,2.99,35.2
Colombia,1991-01-01,0.8605408348457351,2.93,34.1
Colombia,1992-01-01,0.8605408348457351,2.86,33.0
Colombia,1993-01-01,0.905,2.79,31.9
Colombia,1994-01-01,0.8605408348457351,2.73,30.8
Colombia,1995-01-01,0.8605408348457351,2.66,29.7
Colombia,1996-01-01,0.97,2.6,28.7
Colombia,1997-01-01,0.8605408348457351,2.54,27.7
Colombia,1998-01-01,0.8605408348457351,2.48,26.7
Colombia,1999-01-01,0.8605408348457351,2.43,25.8
Colombia,2000-01-01,0.8605408348457351,2.39,25.0
Colombia,2001-01-01,0.8605408348457351,2.35,24.2
Colombia,2002-01-01,0.8605408348457351,2.31,23.5
Colombia,2003-01-01,0.8605408348457351,2.27,22.8
Colombia,2004-01-01,0.98,2.24,22.2
Colombia,2005-01-01,0.98,2.2,21.5
Colombia,2006-01-01,0.9790000000000001,2.16,20.9
Colombia,2007-01-01,0.98,2.12,20.3
Colombia,2008-01-01,0.98,2.08,19.7
Colombia,2009-01-01,0.9790000000000001,2.04,19.1
Colombia,2010-01-01,0.981,2.01,18.5
Colombia,2011-01-01,0.982,1.98,17.9
Comoros,1975-01-01,0.8605408348457351,7.05,203.0
Comoros,1976-01-01,0.8605408348457351,7.07,198.0
Comoros,1977-01-01,0.8605408348457351,7.08,193.0
Comoros,1978-01-01,0.8605408348457351,7.11,187.0
Comoros,1979-01-01,0.8605408348457351,7.13,181.0
Comoros,1980-01-01,0.617,7.13,175.0
Comoros,1981-01-01,0.8605408348457351,7.1,169.0
Comoros,1982-01-01,0.8605408348457351,7.03,164.0
Comoros,1983-01-01,0.8605408348457351,6.92,158.0
Comoros,1984-01-01,0.8605408348457351,6.77,152.0
Comoros,1985-01-01,0.8605408348457351,6.58,147.0
Comoros,1986-01-01,0.8605408348457351,6.36,142.0
Comoros,1987-01-01,0.8605408348457351,6.14,138.0
Comoros,1988-01-01,0.8605408348457351,5.93,133.0
Comoros,1989-01-01,0.8605408348457351,5.74,129.0
Comoros,1990-01-01,0.8605408348457351,5.57,125.0
Comoros,1991-01-01,0.8605408348457351,5.45,121.0
Comoros,1992-01-01,0.8605408348457351,5.36,117.0
Comoros,1993-01-01,0.8605408348457351,5.29,114.0
Comoros,1994-01-01,0.8605408348457351,5.26,111.0
Comoros,1995-01-01,0.8605408348457351,5.25,108.0
Comoros,1996-01-01,0.8605408348457351,5.25,106.0
Comoros,1997-01-01,0.8605408348457351,5.27,104.0
Comoros,1998-01-01,0.8605408348457351,5.29,103.0
Comoros,1999-01-01,0.8605408348457351,5.31,102.0
Comoros,2000-01-01,0.802,5.32,102.0
Comoros,2001-01-01,0.8605408348457351,5.31,102.0
Comoros,2002-01-01,0.8605408348457351,5.3,102.0
Comoros,2003-01-01,0.8605408348457351,5.28,102.0
Comoros,2004-01-01,0.8605408348457351,5.25,101.0
Comoros,2005-01-01,0.8605408348457351,5.22,99.3
Comoros,2006-01-01,0.8605408348457351,5.17,97.3
Comoros,2007-01-01,0.8605408348457351,5.11,95.2
Comoros,2008-01-01,0.8605408348457351,5.05,92.4
Comoros,2009-01-01,0.8605408348457351,4.99,89.8
Comoros,2010-01-01,0.8605408348457351,4.92,87.1
Comoros,2011-01-01,0.86,4.82,84.8
"Congo, Dem. Rep.",1975-01-01,0.8605408348457351,6.37,229.0
"Congo, Dem. Rep.",1976-01-01,0.8605408348457351,6.4,225.0
"Congo, Dem. Rep.",1977-01-01,0.8605408348457351,6.44,221.0
"Congo, Dem. Rep.",1978-01-01,0.8605408348457351,6.49,218.0
"Congo, Dem. Rep.",1979-01-01,0.8605408348457351,6.54,214.0
"Congo, Dem. Rep.",1980-01-01,0.8605408348457351,6.59,211.0
"Congo, Dem. Rep.",1981-01-01,0.8605408348457351,6.64,208.0
"Congo, Dem. Rep.",1982-01-01,0.8605408348457351,6.69,205.0
"Congo, Dem. Rep.",1983-01-01,0.8605408348457351,6.74,202.0
"Congo, Dem. Rep.",1984-01-01,0.8605408348457351,6.79,199.0
"Congo, Dem. Rep.",1985-01-01,0.8605408348457351,6.85,197.0
"Congo, Dem. Rep.",1986-01-01,0.8605408348457351,6.9,195.0
"Congo, Dem. Rep.",1987-01-01,0.8605408348457351,6.96,193.0
"Congo, Dem. Rep.",1988-01-01,0.8605408348457351,7.02,190.0
"Congo, Dem. Rep.",1989-01-01,0.8605408348457351,7.08,188.0
"Congo, Dem. Rep.",1990-01-01,0.8605408348457351,7.13,186.0
"Congo, Dem. Rep.",1991-01-01,0.8605408348457351,7.17,184.0
"Congo, Dem. Rep.",1992-01-01,0.8605408348457351,7.19,182.0
"Congo, Dem. Rep.",1993-01-01,0.8605408348457351,7.2,180.0
"Congo, Dem. Rep.",1994-01-01,0.8605408348457351,7.19,178.0
"Congo, Dem. Rep.",1995-01-01,0.8605408348457351,7.18,176.0
"Congo, Dem. Rep.",1996-01-01,0.8605408348457351,7.15,174.0
"Congo, Dem. Rep.",1997-01-01,0.8605408348457351,7.11,171.0
"Congo, Dem. Rep.",1998-01-01,0.8605408348457351,7.06,168.0
"Congo, Dem. Rep.",1999-01-01,0.8605408348457351,7.02,165.0
"Congo, Dem. Rep.",2000-01-01,0.8605408348457351,6.96,161.0
"Congo, Dem. Rep.",2001-01-01,0.7040000000000001,6.91,156.0
"Congo, Dem. Rep.",2002-01-01,0.8605408348457351,6.86,152.0
"Congo, Dem. Rep.",2003-01-01,0.8605408348457351,6.81,147.0
"Congo, Dem. Rep.",2004-01-01,0.8605408348457351,6.76,143.0
"Congo, Dem. Rep.",2005-01-01,0.8605408348457351,6.71,138.0
"Congo, Dem. Rep.",2006-01-01,0.8605408348457351,6.66,133.0
"Congo, Dem. Rep.",2007-01-01,0.6579999999999999,6.61,128.0
"Congo, Dem. Rep.",2008-01-01,0.8605408348457351,6.57,124.0
"Congo, Dem. Rep.",2009-01-01,0.8605408348457351,6.52,120.0
"Congo, Dem. Rep.",2010-01-01,0.8605408348457351,6.47,115.0
"Congo, Dem. Rep.",2011-01-01,0.8605408348457351,6.42,111.0
Costa Rica,1975-01-01,0.8605408348457351,3.81,46.3
Costa Rica,1976-01-01,0.8605408348457351,3.74,40.3
Costa Rica,1977-01-01,0.8605408348457351,3.7,33.9
Costa Rica,1978-01-01,0.8605408348457351,3.66,28.7
Costa Rica,1979-01-01,0.8605408348457351,3.62,25.4
Costa Rica,1980-01-01,0.8605408348457351,3.59,23.7
Costa Rica,1981-01-01,0.8605408348457351,3.55,22.9
Costa Rica,1982-01-01,0.8605408348457351,3.52,22.8
Costa Rica,1983-01-01,0.8605408348457351,3.48,23.0
Costa Rica,1984-01-01,0.972,3.45,23.1
Costa Rica,1985-01-01,0.8605408348457351,3.41,22.8
Costa Rica,1986-01-01,0.8605408348457351,3.37,21.8
Costa Rica,1987-01-01,0.8605408348457351,3.33,20.1
Costa Rica,1988-01-01,0.8605408348457351,3.28,18.4
Costa Rica,1989-01-01,0.8605408348457351,3.23,17.3
Costa Rica,1990-01-01,0.8605408348457351,3.17,16.7
Costa Rica,1991-01-01,0.8605408348457351,3.11,16.2
Costa Rica,1992-01-01,0.8605408348457351,3.04,15.6
Costa Rica,1993-01-01,0.8605408348457351,2.97,15.2
Costa Rica,1994-01-01,0.8605408348457351,2.9,14.9
Costa Rica,1995-01-01,0.8605408348457351,2.82,14.8
Costa Rica,1996-01-01,0.8605408348457351,2.74,14.7
Costa Rica,1997-01-01,0.8605408348457351,2.65,14.7
Costa Rica,1998-01-01,0.8605408348457351,2.56,14.4
Costa Rica,1999-01-01,0.8605408348457351,2.46,13.8
Costa Rica,2000-01-01,0.976,2.37,13.0
Costa Rica,2001-01-01,0.8605408348457351,2.29,12.2
Costa Rica,2002-01-01,0.8605408348457351,2.22,11.6
Costa Rica,2003-01-01,0.8605408348457351,2.16,11.1
Costa Rica,2004-01-01,0.8605408348457351,2.11,10.8
Costa Rica,2005-01-01,0.8605408348457351,2.07,10.5
Costa Rica,2006-01-01,0.8605408348457351,2.03,10.4
Costa Rica,2007-01-01,0.8605408348457351,2.01,10.3
Costa Rica,2008-01-01,0.8605408348457351,1.98,10.3
Costa Rica,2009-01-01,0.8605408348457351,1.95,10.2
Costa Rica,2010-01-01,0.8605408348457351,1.92,10.1
Costa Rica,2011-01-01,0.983,1.89,9.93
Cote d'Ivoire,1975-01-01,0.8605408348457351,7.91,203.0
Cote d'Ivoire,1976-01-01,0.8605408348457351,7.88,194.0
Cote d'Ivoire,1977-01-01,0.8605408348457351,7.83,186.0
Cote d'Ivoire,1978-01-01,0.8605408348457351,7.77,179.0
Cote d'Ivoire,1979-01-01,0.8605408348457351,7.69,173.0
Cote d'Ivoire,1980-01-01,0.8605408348457351,7.6,168.0
Cote d'Ivoire,1981-01-01,0.8605408348457351,7.49,164.0
Cote d'Ivoire,1982-01-01,0.8605408348457351,7.38,160.0
Cote d'Ivoire,1983-01-01,0.8605408348457351,7.27,158.0
Cote d'Ivoire,1984-01-01,0.8605408348457351,7.15,156.0
Cote d'Ivoire,1985-01-01,0.8605408348457351,7.04,155.0
Cote d'Ivoire,1986-01-01,0.8605408348457351,6.93,154.0
Cote d'Ivoire,1987-01-01,0.8605408348457351,6.82,154.0
Cote d'Ivoire,1988-01-01,0.485,6.71,154.0
Cote d'Ivoire,1989-01-01,0.8605408348457351,6.6,154.0
Cote d'Ivoire,1990-01-01,0.8605408348457351,6.5,155.0
Cote d'Ivoire,1991-01-01,0.8605408348457351,6.4,155.0
Cote d'Ivoire,1992-01-01,0.8605408348457351,6.3,156.0
Cote d'Ivoire,1993-01-01,0.8605408348457351,6.22,156.0
Cote d'Ivoire,1994-01-01,0.8605408348457351,6.14,155.0
Cote d'Ivoire,1995-01-01,0.8605408348457351,6.06,155.0
Cote d'Ivoire,1996-01-01,0.8605408348457351,5.99,154.0
Cote d'Ivoire,1997-01-01,0.8605408348457351,5.92,152.0
Cote d'Ivoire,1998-01-01,0.47100000000000003,5.85,150.0
Cote d'Ivoire,1999-01-01,0.8605408348457351,5.78,148.0
Cote d'Ivoire,2000-01-01,0.607,5.71,145.0
Cote d'Ivoire,2001-01-01,0.8605408348457351,5.65,142.0
Cote d'Ivoire,2002-01-01,0.8605408348457351,5.58,138.0
Cote d'Ivoire,2003-01-01,0.8605408348457351,5.52,135.0
Cote d'Ivoire,2004-01-01,0.8605408348457351,5.47,131.0
Cote d'Ivoire,2005-01-01,0.8605408348457351,5.42,127.0
Cote d'Ivoire,2006-01-01,0.8605408348457351,5.38,123.0
Cote d'Ivoire,2007-01-01,0.8605408348457351,5.34,119.0
Cote d'Ivoire,2008-01-01,0.8605408348457351,5.3,115.0
Cote d'Ivoire,2009-01-01,0.8605408348457351,5.26,111.0
Cote d'Ivoire,2010-01-01,0.8605408348457351,5.22,107.0
Cote d'Ivoire,2011-01-01,0.675,5.18,104.0
Croatia,1975-01-01,0.8605408348457351,1.99,27.9
Croatia,1976-01-01,0.8605408348457351,2.0,27.1
Croatia,1977-01-01,0.8605408348457351,2.01,26.5
Croatia,1978-01-01,0.8605408348457351,2.01,25.9
Croatia,1979-01-01,0.8605408348457351,2.01,25.2
Croatia,1980-01-01,0.8605408348457351,2.0,24.4
Croatia,1981-01-01,0.8605408348457351,1.99,23.6
Croatia,1982-01-01,0.8605408348457351,1.98,22.1
Croatia,1983-01-01,0.8605408348457351,1.96,20.8
Croatia,1984-01-01,0.8605408348457351,1.94,19.5
Croatia,1985-01-01,0.8605408348457351,1.92,18.2
Croatia,1986-01-01,0.8605408348457351,1.89,17.0
Croatia,1987-01-01,0.8605408348457351,1.84,15.8
Croatia,1988-01-01,0.8605408348457351,1.79,14.7
Croatia,1989-01-01,0.8605408348457351,1.73,13.7
Croatia,1990-01-01,0.8605408348457351,1.67,12.8
Croatia,1991-01-01,0.996,1.62,12.1
Croatia,1992-01-01,0.8605408348457351,1.57,11.4
Croatia,1993-01-01,0.8605408348457351,1.54,10.9
Croatia,1994-01-01,0.8605408348457351,1.52,10.4
Croatia,1995-01-01,0.8605408348457351,1.52,9.97
Croatia,1996-01-01,0.8605408348457351,1.51,9.6
Croatia,1997-01-01,0.8605408348457351,1.51,9.26
Croatia,1998-01-01,0.8605408348457351,1.49,8.94
Croatia,1999-01-01,0.8605408348457351,1.47,8.62
Croatia,2000-01-01,0.8605408348457351,1.44,8.31
Croatia,2001-01-01,0.997,1.42,8.0
Croatia,2002-01-01,0.8605408348457351,1.39,7.68
Croatia,2003-01-01,0.8605408348457351,1.38,7.36
Croatia,2004-01-01,0.8605408348457351,1.37,7.04
Croatia,2005-01-01,0.8605408348457351,1.38,6.73
Croatia,2006-01-01,0.8605408348457351,1.4,6.43
Croatia,2007-01-01,0.8605408348457351,1.41,6.15
Croatia,2008-01-01,0.8605408348457351,1.43,5.9
Croatia,2009-01-01,0.8605408348457351,1.45,5.67
Croatia,2010-01-01,0.8605408348457351,1.47,5.47
Croatia,2011-01-01,0.997,1.48,5.3
Cuba,1975-01-01,0.8605408348457351,2.84,28.9
Cuba,1976-01-01,0.8605408348457351,2.57,27.3
Cuba,1977-01-01,0.8605408348457351,2.33,25.9
Cuba,1978-01-01,0.8605408348457351,2.13,24.5
Cuba,1979-01-01,0.8605408348457351,1.99,23.2
Cuba,1980-01-01,0.8605408348457351,1.89,22.1
Cuba,1981-01-01,0.996,1.84,20.9
Cuba,1982-01-01,0.8605408348457351,1.83,19.9
Cuba,1983-01-01,0.8605408348457351,1.83,18.9
Cuba,1984-01-01,0.8605408348457351,1.83,18.0
Cuba,1985-01-01,0.8605408348457351,1.84,17.1
Cuba,1986-01-01,0.8605408348457351,1.84,16.3
Cuba,1987-01-01,0.8605408348457351,1.83,15.5
Cuba,1988-01-01,0.8605408348457351,1.81,14.8
Cuba,1989-01-01,0.8605408348457351,1.78,14.0
Cuba,1990-01-01,0.8605408348457351,1.75,13.4
Cuba,1991-01-01,0.8605408348457351,1.72,12.7
Cuba,1992-01-01,0.8605408348457351,1.68,12.1
Cuba,1993-01-01,0.8605408348457351,1.66,11.6
Cuba,1994-01-01,0.8605408348457351,1.65,11.1
Cuba,1995-01-01,0.8605408348457351,1.64,10.6
Cuba,1996-01-01,0.8605408348457351,1.64,10.1
Cuba,1997-01-01,0.8605408348457351,1.63,9.67
Cuba,1998-01-01,0.8605408348457351,1.63,9.27
Cuba,1999-01-01,0.8605408348457351,1.63,8.9
Cuba,2000-01-01,0.8605408348457351,1.62,8.55
Cuba,2001-01-01,0.8605408348457351,1.61,8.23
Cuba,2002-01-01,1.0,1.59,7.93
Cuba,2003-01-01,0.8605408348457351,1.58,7.65
Cuba,2004-01-01,0.8605408348457351,1.58,7.4
Cuba,2005-01-01,0.8605408348457351,1.57,7.15
Cuba,2006-01-01,0.8605408348457351,1.57,6.93
Cuba,2007-01-01,0.8605408348457351,1.58,6.71
Cuba,2008-01-01,0.8605408348457351,1.6,6.51
Cuba,2009-01-01,0.8605408348457351,1.62,6.32
Cuba,2010-01-01,0.8605408348457351,1.64,6.15
Cuba,2011-01-01,1.0,1.66,5.98
Cyprus,1975-01-01,0.8605408348457351,2.35,27.4
Cyprus,1976-01-01,0.8605408348457351,2.32,26.0
Cyprus,1977-01-01,0.8605408348457351,2.31,24.8
Cyprus,1978-01-01,0.8605408348457351,2.31,23.6
Cyprus,1979-01-01,0.8605408348457351,2.33,22.4
Cyprus,1980-01-01,0.8605408348457351,2.35,20.8
Cyprus,1981-01-01,0.8605408348457351,2.39,19.1
Cyprus,1982-01-01,0.8605408348457351,2.42,17.6
Cyprus,1983-01-01,0.8605408348457351,2.44,16.1
Cyprus,1984-01-01,0.8605408348457351,2.45,14.7
Cyprus,1985-01-01,0.8605408348457351,2.46,13.5
Cyprus,1986-01-01,0.8605408348457351,2.46,12.6
Cyprus,1987-01-01,0.8605408348457351,2.45,11.9
Cyprus,1988-01-01,0.8605408348457351,2.44,11.5
Cyprus,1989-01-01,0.8605408348457351,2.43,11.3
Cyprus,1990-01-01,0.8605408348457351,2.41,11.1
Cyprus,1991-01-01,0.8605408348457351,2.38,10.8
Cyprus,1992-01-01,0.996,2.34,10.5
Cyprus,1993-01-01,0.8605408348457351,2.28,10.0
Cyprus,1994-01-01,0.8605408348457351,2.21,9.54
Cyprus,1995-01-01,0.8605408348457351,2.12,9.02
Cyprus,1996-01-01,0.8605408348457351,2.04,8.51
Cyprus,1997-01-01,0.8605408348457351,1.95,8.0
Cyprus,1998-01-01,0.8605408348457351,1.86,7.51
Cyprus,1999-01-01,0.8605408348457351,1.78,7.05
Cyprus,2000-01-01,0.8605408348457351,1.72,6.62
Cyprus,2001-01-01,0.998,1.66,6.22
Cyprus,2002-01-01,0.8605408348457351,1.61,5.86
Cyprus,2003-01-01,0.8605408348457351,1.58,5.51
Cyprus,2004-01-01,0.8605408348457351,1.55,5.19
Cyprus,2005-01-01,0.8605408348457351,1.52,4.88
Cyprus,2006-01-01,0.8605408348457351,1.5,4.57
Cyprus,2007-01-01,0.8605408348457351,1.48,4.29
Cyprus,2008-01-01,0.8605408348457351,1.46,4.03
Cyprus,2009-01-01,0.8605408348457351,1.44,3.79
Cyprus,2010-01-01,0.8605408348457351,1.42,3.57
Cyprus,2011-01-01,0.998,1.41,3.37
Dominican Republic,1975-01-01,0.8605408348457351,5.19,105.0
Dominican Republic,1976-01-01,0.8605408348457351,5.01,101.0
Dominican Republic,1977-01-01,0.8605408348457351,4.85,97.4
Dominican Republic,1978-01-01,0.8605408348457351,4.69,93.8
Dominican Republic,1979-01-01,0.8605408348457351,4.55,90.4
Dominican Republic,1980-01-01,0.8605408348457351,4.42,87.2
Dominican Republic,1981-01-01,0.826,4.3,84.1
Dominican Republic,1982-01-01,0.8605408348457351,4.19,81.1
Dominican Republic,1983-01-01,0.8605408348457351,4.08,78.2
Dominican Republic,1984-01-01,0.8605408348457351,3.98,75.4
Dominican Republic,1985-01-01,0.8605408348457351,3.88,72.7
Dominican Republic,1986-01-01,0.8605408348457351,3.78,70.0
Dominican Republic,1987-01-01,0.8605408348457351,3.69,67.5
Dominican Republic,1988-01-01,0.8605408348457351,3.61,65.0
Dominican Republic,1989-01-01,0.8605408348457351,3.54,62.6
Dominican Republic,1990-01-01,0.8605408348457351,3.47,60.2
Dominican Republic,1991-01-01,0.8605408348457351,3.4,57.8
Dominican Republic,1992-01-01,0.8605408348457351,3.33,55.5
Dominican Republic,1993-01-01,0.8605408348457351,3.26,53.2
Dominican Republic,1994-01-01,0.8605408348457351,3.2,51.0
Dominican Republic,1995-01-01,0.8605408348457351,3.13,49.0
Dominican Republic,1996-01-01,0.8605408348457351,3.07,47.0
Dominican Republic,1997-01-01,0.8605408348457351,3.01,45.2
Dominican Republic,1998-01-01,0.8605408348457351,2.97,43.6
Dominican Republic,1999-01-01,0.8605408348457351,2.93,42.2
Dominican Republic,2000-01-01,0.8605408348457351,2.89,40.9
Dominican Republic,2001-01-01,0.8605408348457351,2.86,39.8
Dominican Republic,2002-01-01,0.9420000000000001,2.84,38.9
Dominican Republic,2003-01-01,0.8605408348457351,2.81,38.0
Dominican Republic,2004-01-01,0.8605408348457351,2.78,37.3
Dominican Republic,2005-01-01,0.8605408348457351,2.75,36.7
Dominican Republic,2006-01-01,0.8605408348457351,2.72,36.1
Dominican Republic,2007-01-01,0.958,2.69,35.6
Dominican Republic,2008-01-01,0.8605408348457351,2.66,35.1
Dominican Republic,2009-01-01,0.8605408348457351,2.63,34.6
Dominican Republic,2010-01-01,0.968,2.6,34.2
Dominican Republic,2011-01-01,0.97,2.57,33.8
Ecuador,1975-01-01,0.8605408348457351,5.43,115.0
Ecuador,1976-01-01,0.8605408348457351,5.28,110.0
Ecuador,1977-01-01,0.8605408348457351,5.13,105.0
Ecuador,1978-01-01,0.8605408348457351,4.99,101.0
Ecuador,1979-01-01,0.8605408348457351,4.85,96.3
Ecuador,1980-01-01,0.8605408348457351,4.73,91.9
Ecuador,1981-01-01,0.8605408348457351,4.61,87.4
Ecuador,1982-01-01,0.934,4.5,82.7
Ecuador,1983-01-01,0.8605408348457351,4.4,78.2
Ecuador,1984-01-01,0.8605408348457351,4.31,73.8
Ecuador,1985-01-01,0.8605408348457351,4.21,69.6
Ecuador,1986-01-01,0.8605408348457351,4.12,65.9
Ecuador,1987-01-01,0.8605408348457351,4.03,62.5
Ecuador,1988-01-01,0.8605408348457351,3.95,59.5
Ecuador,1989-01-01,0.8605408348457351,3.86,56.6
Ecuador,1990-01-01,0.9620000000000001,3.77,53.9
Ecuador,1991-01-01,0.8605408348457351,3.68,51.2
Ecuador,1992-01-01,0.8605408348457351,3.59,48.6
Ecuador,1993-01-01,0.8605408348457351,3.51,46.0
Ecuador,1994-01-01,0.8605408348457351,3.44,43.2
Ecuador,1995-01-01,0.8605408348457351,3.36,40.5
Ecuador,1996-01-01,0.8605408348457351,3.29,37.8
Ecuador,1997-01-01,0.8605408348457351,3.23,35.3
Ecuador,1998-01-01,0.8605408348457351,3.16,33.0
Ecuador,1999-01-01,0.8605408348457351,3.09,30.9
Ecuador,2000-01-01,0.8605408348457351,3.03,29.0
Ecuador,2001-01-01,0.9640000000000001,2.97,27.4
Ecuador,2002-01-01,0.8605408348457351,2.91,26.0
Ecuador,2003-01-01,0.8605408348457351,2.87,24.8
Ecuador,2004-01-01,0.8605408348457351,2.83,23.8
Ecuador,2005-01-01,0.8605408348457351,2.79,22.8
