country,year,literacy_rate,Child_per_woman,child_mortality
Afghanistan,1975-01-01,0.8605408348457351,7.45,275.0
Afghanistan,1976-01-01,0.8605408348457351,7.45,269.0
Afghanistan,1977-01-01,0.8605408348457351,7.45,263.0
Afghanistan,1978-01-01,0.8605408348457351,7.45,257.0
Afghanistan,1979-01-01,0.301,7.45,250.0
Afghanistan,1980-01-01,0.8605408348457351,7.45,244.0
Afghanistan,1981-01-01,0.8605408348457351,7.45,238.0
Afghanistan,1982-01-01,0.8605408348457351,7.45,231.0
Afghanistan,1983-01-01,0.8605408348457351,7.45,225.0
Afghanistan,1984-01-01,0.8605408348457351,7.46,218.0
Afghanistan,1985-01-01,0.8605408348457351,7.46,211.0
Afghanistan,1986-01-01,0.8605408348457351,7.46,205.0
Afghanistan,1987-01-01,0.8605408348457351,7.46,198.0
Afghanistan,1988-01-01,0.8605408348457351,7.46,192.0
Afghanistan,1989-01-01,0.8605408348457351,7.46,185.0
Afghanistan,1990-01-01,0.8605408348457351,7.47,179.0
Afghanistan,1991-01-01,0.8605408348457351,7.48,173.0
Afghanistan,1992-01-01,0.8605408348457351,7.5,167.0
Afghanistan,1993-01-01,0.8605408348457351,7.54,161.0
Afghanistan,1994-01-01,0.8605408348457351,7.57,156.0
Afghanistan,1995-01-01,0.8605408348457351,7.61,151.0
Afghanistan,1996-01-01,0.8605408348457351,7.63,146.0
Afghanistan,1997-01-01,0.8605408348457351,7.64,142.0
Afghanistan,1998-01-01,0.8605408348457351,7.62,138.0
Afghanistan,1999-01-01,0.8605408348457351,7.57,133.0
Afghanistan,2000-01-01,0.8605408348457351,7.49,129.0
Afghanistan,2001-01-01,0.8605408348457351,7.39,125.0
Afghanistan,2002-01-01,0.8605408348457351,7.27,121.0
Afghanistan,2003-01-01,0.8605408348457351,7.14,117.0
Afghanistan,2004-01-01,0.8605408348457351,6.99,113.0
Afghanistan,2005-01-01,0.8605408348457351,6.83,109.0
Afghanistan,2006-01-01,0.8605408348457351,6.65,104.0
Afghanistan,2007-01-01,0.8605408348457351,6.46,100.0
Afghanistan,2008-01-01,0.8605408348457351,6.25,96.0
Afghanistan,2009-01-01,0.8605408348457351,6.04,91.9
Afghanistan,2010-01-01,0.8605408348457351,5.82,88.0
Afghanistan,2011-01-01,0.8605408348457351,5.6,84.1
Albania,1975-01-01,0.8605408348457351,4.24,104.0
Albania,1976-01-01,0.8605408348457351,4.1,100.0
Albania,1977-01-01,0.8605408348457351,3.97,97.4
Albania,1978-01-01,0.8605408348457351,3.84,95.3
Albania,1979-01-01,0.8605408348457351,3.73,87.7
Albania,1980-01-01,0.8605408348457351,3.62,80.8
Albania,1981-01-01,0.8605408348457351,3.53,74.5
Albania,1982-01-01,0.8605408348457351,3.45,68.6
Albania,1983-01-01,0.8605408348457351,3.38,63.4
Albania,1984-01-01,0.8605408348457351,3.32,58.7
Albania,1985-01-01,0.8605408348457351,3.27,54.6
Albania,1986-01-01,0.8605408348457351,3.22,51.0
Albania,1987-01-01,0.8605408348457351,3.16,47.9
Albania,1988-01-01,0.8605408348457351,3.11,45.1
Albania,1989-01-01,0.8605408348457351,3.05,42.7
Albania,1990-01-01,0.8605408348457351,2.98,40.7
Albania,1991-01-01,0.8605408348457351,2.91,38.9
Albania,1992-01-01,0.8605408348457351,2.83,37.4
Albania,1993-01-01,0.8605408348457351,2.75,35.9
Albania,1994-01-01,0.8605408348457351,2.67,34.5
Albania,1995-01-01,0.8605408348457351,2.59,33.2
Albania,1996-01-01,0.8605408348457351,2.51,31.7
Albania,1997-01-01,0.8605408348457351,2.42,30.3
Albania,1998-01-01,0.8605408348457351,2.33,28.8
Albania,1999-01-01,0.8605408348457351,2.25,27.4
Albania,2000-01-01,0.8605408348457351,2.16,25.9
Albania,2001-01-01,0.9940000000000001,2.07,24.5
Albania,2002-01-01,0.8605408348457351,1.98,23.1
Albania,2003-01-01,0.8605408348457351,1.9,21.8
Albania,2004-01-01,0.8605408348457351,1.82,20.4
Albania,2005-01-01,0.8605408348457351,1.75,19.2
Albania,2006-01-01,0.8605408348457351,1.7,17.9
Albania,2007-01-01,0.8605408348457351,1.67,16.7
Albania,2008-01-01,0.988,1.65,15.5
Albania,2009-01-01,0.8605408348457351,1.65,14.4
Albania,2010-01-01,0.8605408348457351,1.65,13.3
Albania,2011-01-01,0.988,1.67,12.3
Algeria,1975-01-01,0.8605408348457351,7.43,204.0
Algeria,1976-01-01,0.8605408348457351,7.34,194.0
Algeria,1977-01-01,0.8605408348457351,7.23,184.0
Algeria,1978-01-01,0.8605408348457351,7.11,173.0
Algeria,1979-01-01,0.8605408348457351,6.96,162.0
Algeria,1980-01-01,0.8605408348457351,6.79,149.0
Algeria,1981-01-01,0.8605408348457351,6.62,134.0
Algeria,1982-01-01,0.8605408348457351,6.43,118.0
Algeria,1983-01-01,0.8605408348457351,6.24,102.0
Algeria,1984-01-01,0.8605408348457351,6.04,87.0
Algeria,1985-01-01,0.8605408348457351,5.84,74.4
Algeria,1986-01-01,0.8605408348457351,5.63,65.0
Algeria,1987-01-01,0.743,5.41,58.5
Algeria,1988-01-01,0.8605408348457351,5.19,54.2
Algeria,1989-01-01,0.8605408348457351,4.96,51.4
Algeria,1990-01-01,0.8605408348457351,4.73,49.5
Algeria,1991-01-01,0.8605408348457351,4.48,48.2
Algeria,1992-01-01,0.8605408348457351,4.22,47.0
Algeria,1993-01-01,0.8605408348457351,3.96,46.0
Algeria,1994-01-01,0.8605408348457351,3.7,44.8
Algeria,1995-01-01,0.8605408348457351,3.45,43.6
Algeria,1996-01-01,0.8605408348457351,3.21,42.5
Algeria,1997-01-01,0.8605408348457351,2.99,41.6
Algeria,1998-01-01,0.8605408348457351,2.8,40.8
Algeria,1999-01-01,0.8605408348457351,2.64,40.3
Algeria,2000-01-01,0.8605408348457351,2.51,39.7
Algeria,2001-01-01,0.8605408348457351,2.44,38.9
Algeria,2002-01-01,0.9009999999999999,2.4,37.8
Algeria,2003-01-01,0.8605408348457351,2.41,36.5
Algeria,2004-01-01,0.8605408348457351,2.44,35.0
Algeria,2005-01-01,0.8605408348457351,2.5,33.5
Algeria,2006-01-01,0.9179999999999999,2.58,32.0
Algeria,2007-01-01,0.8605408348457351,2.66,30.7
Algeria,2008-01-01,0.8605408348457351,2.75,29.4
Algeria,2009-01-01,0.8605408348457351,2.83,28.3
Algeria,2010-01-01,0.8605408348457351,2.89,27.4
Algeria,2011-01-01,0.8605408348457351,2.93,26.7
Angola,1975-01-01,0.8605408348457351,7.62,252.0
Angola,1976-01-01,0.8605408348457351,7.61,249.0
Angola,1977-01-01,0.8605408348457351,7.59,246.0
Angola,1978-01-01,0.8605408348457351,7.57,243.0
Angola,1979-01-01,0.8605408348457351,7.54,241.0
Angola,1980-01-01,0.8605408348457351,7.5,238.0
Angola,1981-01-01,0.8605408348457351,7.47,236.0
Angola,1982-01-01,0.8605408348457351,7.44,232.0
Angola,1983-01-01,0.8605408348457351,7.41,230.0
Angola,1984-01-01,0.8605408348457351,7.39,228.0
Angola,1985-01-01,0.8605408348457351,7.38,226.0
Angola,1986-01-01,0.8605408348457351,7.37,225.0
Angola,1987-01-01,0.8605408348457351,7.35,224.0
Angola,1988-01-01,0.8605408348457351,7.32,223.0
Angola,1989-01-01,0.8605408348457351,7.29,223.0
Angola,1990-01-01,0.8605408348457351,7.25,223.0
Angola,1991-01-01,0.8605408348457351,7.19,224.0
Angola,1992-01-01,0.8605408348457351,7.13,224.0
Angola,1993-01-01,0.8605408348457351,7.06,224.0
Angola,1994-01-01,0.8605408348457351,6.99,224.0
Angola,1995-01-01,0.8605408348457351,6.92,223.0
Angola,1996-01-01,0.8605408348457351,6.85,221.0
Angola,1997-01-01,0.8605408348457351,6.79,219.0
Angola,1998-01-01,0.8605408348457351,6.73,215.0
Angola,1999-01-01,0.8605408348457351,6.68,211.0
Angola,2000-01-01,0.8605408348457351,6.64,206.0
Angola,2001-01-01,0.722,6.6,200.0
Angola,2002-01-01,0.8605408348457351,6.57,193.0
Angola,2003-01-01,0.8605408348457351,6.54,185.0
Angola,2004-01-01,0.8605408348457351,6.5,176.0
Angola,2005-01-01,0.8605408348457351,6.47,167.0
Angola,2006-01-01,0.8605408348457351,6.42,157.0
Angola,2007-01-01,0.8605408348457351,6.37,148.0
Angola,2008-01-01,0.8605408348457351,6.31,138.0
Angola,2009-01-01,0.8605408348457351,6.24,129.0
Angola,2010-01-01,0.8605408348457351,6.16,120.0
Angola,2011-01-01,0.73,6.08,113.0
Argentina,1975-01-01,0.8605408348457351,3.32,63.2
Argentina,1976-01-01,0.8605408348457351,3.37,59.7
Argentina,1977-01-01,0.8605408348457351,3.39,55.6
Argentina,1978-01-01,0.8605408348457351,3.39,51.2
Argentina,1979-01-01,0.8605408348457351,3.37,46.8
Argentina,1980-01-01,0.9690000000000001,3.33,42.8
Argentina,1981-01-01,0.8605408348457351,3.27,39.4
Argentina,1982-01-01,0.8605408348457351,3.21,36.5
Argentina,1983-01-01,0.8605408348457351,3.16,34.1
Argentina,1984-01-01,0.8605408348457351,3.12,32.1
Argentina,1985-01-01,0.8605408348457351,3.09,30.6
Argentina,1986-01-01,0.8605408348457351,3.07,29.6
Argentina,1987-01-01,0.8605408348457351,3.06,29.1
Argentina,1988-01-01,0.8605408348457351,3.04,28.9
Argentina,1989-01-01,0.8605408348457351,3.02,28.8
Argentina,1990-01-01,0.8605408348457351,2.99,28.6
Argentina,1991-01-01,0.983,2.95,28.1
Argentina,1992-01-01,0.8605408348457351,2.91,27.3
Argentina,1993-01-01,0.8605408348457351,2.87,26.3
Argentina,1994-01-01,0.8605408348457351,2.82,25.2
Argentina,1995-01-01,0.8605408348457351,2.76,24.1
Argentina,1996-01-01,0.8605408348457351,2.71,23.1
Argentina,1997-01-01,0.8605408348457351,2.66,22.1
Argentina,1998-01-01,0.8605408348457351,2.62,21.2
Argentina,1999-01-01,0.8605408348457351,2.59,20.4
Argentina,2000-01-01,0.8605408348457351,2.56,19.6
Argentina,2001-01-01,0.9890000000000001,2.54,18.9
Argentina,2002-01-01,0.8605408348457351,2.52,18.3
Argentina,2003-01-01,0.8605408348457351,2.5,17.7
Argentina,2004-01-01,0.8605408348457351,2.47,17.1
Argentina,2005-01-01,0.8605408348457351,2.45,16.5
Argentina,2006-01-01,0.8605408348457351,2.43,16.1
Argentina,2007-01-01,0.8605408348457351,2.41,15.7
Argentina,2008-01-01,0.8605408348457351,2.4,15.3
Argentina,2009-01-01,0.8605408348457351,2.38,14.9
Argentina,2010-01-01,0.8605408348457351,2.37,14.4
Argentina,2011-01-01,0.992,2.36,13.9
Armenia,1975-01-01,0.8605408348457351,2.75,87.2
Armenia,1976-01-01,0.8605408348457351,2.65,85.9
Armenia,1977-01-01,0.8605408348457351,2.56,82.4
Armenia,1978-01-01,0.8605408348457351,2.48,79.1
Armenia,1979-01-01,0.8605408348457351,2.42,76.0
Armenia,1980-01-01,0.8605408348457351,2.39,72.9
Armenia,1981-01-01,0.8605408348457351,2.37,70.1
Armenia,1982-01-01,0.8605408348457351,2.38,67.4
Armenia,1983-01-01,0.8605408348457351,2.41,64.7
Armenia,1984-01-01,0.8605408348457351,2.44,62.2
Armenia,1985-01-01,0.8605408348457351,2.48,59.9
Armenia,1986-01-01,0.8605408348457351,2.52,57.5
Armenia,1987-01-01,0.8605408348457351,2.55,55.3
Armenia,1988-01-01,0.8605408348457351,2.57,80.8
Armenia,1989-01-01,0.9990000000000001,2.57,51.0
Armenia,1990-01-01,0.8605408348457351,2.54,49.0
Armenia,1991-01-01,0.8605408348457351,2.48,46.9
Armenia,1992-01-01,0.8605408348457351,2.4,44.9
Armenia,1993-01-01,0.8605408348457351,2.3,42.9
Armenia,1994-01-01,0.8605408348457351,2.18,41.0
Armenia,1995-01-01,0.8605408348457351,1.8,39.1
Armenia,1996-01-01,0.8605408348457351,1.8,37.3
Armenia,1997-01-01,0.8605408348457351,1.7,35.6
Armenia,1998-01-01,0.8605408348457351,1.5,33.9
Armenia,1999-01-01,0.8605408348457351,1.4,32.3
Armenia,2000-01-01,0.8605408348457351,1.3,30.8
Armenia,2001-01-01,0.998,1.2,29.3
Armenia,2002-01-01,0.8605408348457351,1.2,27.8
Armenia,2003-01-01,0.8605408348457351,1.4,26.5
Armenia,2004-01-01,0.8605408348457351,1.4,25.2
Armenia,2005-01-01,0.8605408348457351,1.4,23.9
Armenia,2006-01-01,0.8605408348457351,1.3,22.7
Armenia,2007-01-01,0.8605408348457351,1.4,21.6
Armenia,2008-01-01,0.8605408348457351,1.4,20.5
Armenia,2009-01-01,0.8605408348457351,1.6,19.5
Armenia,2010-01-01,0.8605408348457351,1.55,18.5
Armenia,2011-01-01,0.998,1.5,17.6
Azerbaijan,1975-01-01,0.8605408348457351,4.18,113.0
Azerbaijan,1976-01-01,0.8605408348457351,4.02,112.0
Azerbaijan,1977-01-01,0.8605408348457351,3.87,112.0
Azerbaijan,1978-01-01,0.8605408348457351,3.73,112.0
Azerbaijan,1979-01-01,0.8605408348457351,3.61,111.0
Azerbaijan,1980-01-01,0.8605408348457351,3.5,111.0
Azerbaijan,1981-01-01,0.8605408348457351,3.41,110.0
Azerbaijan,1982-01-01,0.8605408348457351,3.34,109.0
Azerbaijan,1983-01-01,0.8605408348457351,3.29,107.0
Azerbaijan,1984-01-01,0.8605408348457351,3.26,104.0
Azerbaijan,1985-01-01,0.8605408348457351,3.24,102.0
Azerbaijan,1986-01-01,0.8605408348457351,3.22,99.9
Azerbaijan,1987-01-01,0.8605408348457351,3.2,98.2
Azerbaijan,1988-01-01,0.8605408348457351,3.18,96.8
Azerbaijan,1989-01-01,0.8605408348457351,3.14,96.0
Azerbaijan,1990-01-01,0.8605408348457351,3.09,95.6
Azerbaijan,1991-01-01,0.8605408348457351,3.02,95.8
Azerbaijan,1992-01-01,0.8605408348457351,2.93,96.1
Azerbaijan,1993-01-01,0.8605408348457351,2.82,96.3
Azerbaijan,1994-01-01,0.8605408348457351,2.71,95.9
Azerbaijan,1995-01-01,0.8605408348457351,2.58,94.5
Azerbaijan,1996-01-01,0.8605408348457351,2.45,92.2
Azerbaijan,1997-01-01,0.8605408348457351,2.33,88.9
Azerbaijan,1998-01-01,0.8605408348457351,2.21,84.8
Azerbaijan,1999-01-01,0.9990000000000001,2.11,80.0
Azerbaijan,2000-01-01,0.8605408348457351,2.03,75.0
Azerbaijan,2001-01-01,0.8605408348457351,1.96,69.8
Azerbaijan,2002-01-01,0.8605408348457351,1.91,64.9
Azerbaijan,2003-01-01,0.8605408348457351,1.87,60.4
Azerbaijan,2004-01-01,0.8605408348457351,1.84,56.2
Azerbaijan,2005-01-01,0.8605408348457351,1.82,52.5
Azerbaijan,2006-01-01,0.8605408348457351,1.82,49.2
Azerbaijan,2007-01-01,1.0,1.84,46.0
Azerbaijan,2008-01-01,0.8605408348457351,1.87,43.1
Azerbaijan,2009-01-01,1.0,1.91,40.3
Azerbaijan,2010-01-01,0.8605408348457351,1.96,37.6
Azerbaijan,2011-01-01,0.8605408348457351,2.01,35.1
Bahrain,1975-01-01,0.8605408348457351,5.56,46.6
Bahrain,1976-01-01,0.8605408348457351,5.41,42.9
Bahrain,1977-01-01,0.8605408348457351,5.28,39.7
Bahrain,1978-01-01,0.8605408348457351,5.16,36.9
Bahrain,1979-01-01,0.8605408348457351,5.04,34.4
Bahrain,1980-01-01,0.8605408348457351,4.92,32.2
Bahrain,1981-01-01,0.863,4.8,30.4
Bahrain,1982-01-01,0.8605408348457351,4.69,28.8
Bahrain,1983-01-01,0.8605408348457351,4.58,27.4
Bahrain,1984-01-01,0.8605408348457351,4.47,26.1
Bahrain,1985-01-01,0.8605408348457351,4.36,25.1
Bahrain,1986-01-01,0.8605408348457351,4.25,24.3
Bahrain,1987-01-01,0.8605408348457351,4.13,23.7
Bahrain,1988-01-01,0.8605408348457351,4.0,23.4
Bahrain,1989-01-01,0.8605408348457351,3.87,23.2
Bahrain,1990-01-01,0.8605408348457351,3.74,23.0
Bahrain,1991-01-01,0.9690000000000001,3.6,22.6
Bahrain,1992-01-01,0.8605408348457351,3.47,22.0
Bahrain,1993-01-01,0.8605408348457351,3.34,21.0
Bahrain,1994-01-01,0.8605408348457351,3.21,19.6
Bahrain,1995-01-01,0.8605408348457351,3.1,18.1
Bahrain,1996-01-01,0.8605408348457351,3.01,16.6
Bahrain,1997-01-01,0.8605408348457351,2.93,15.2
Bahrain,1998-01-01,0.8605408348457351,2.86,14.1
Bahrain,1999-01-01,0.8605408348457351,2.81,13.2
Bahrain,2000-01-01,0.8605408348457351,2.77,12.5
Bahrain,2001-01-01,0.97,2.72,12.0
Bahrain,2002-01-01,0.8605408348457351,2.67,11.6
Bahrain,2003-01-01,0.8605408348457351,2.6,11.3
Bahrain,2004-01-01,0.8605408348457351,2.53,10.9
Bahrain,2005-01-01,0.8605408348457351,2.45,10.6
Bahrain,2006-01-01,0.8605408348457351,2.37,10.2
Bahrain,2007-01-01,0.8605408348457351,2.29,9.79
Bahrain,2008-01-01,0.8605408348457351,2.23,9.35
Bahrain,2009-01-01,0.8605408348457351,2.18,8.92
Bahrain,2010-01-01,0.982,2.14,8.53
Bahrain,2011-01-01,0.8605408348457351,2.12,8.23
Bangladesh,1975-01-01,0.8605408348457351,6.82,217.0
Bangladesh,1976-01-01,0.8605408348457351,6.76,214.0
Bangladesh,1977-01-01,0.8605408348457351,6.68,211.0
Bangladesh,1978-01-01,0.8605408348457351,6.59,207.0
Bangladesh,1979-01-01,0.8605408348457351,6.48,203.0
Bangladesh,1980-01-01,0.8605408348457351,6.36,199.0
Bangladesh,1981-01-01,0.35600000000000004,6.22,194.0
Bangladesh,1982-01-01,0.8605408348457351,6.06,189.0
Bangladesh,1983-01-01,0.8605408348457351,5.89,184.0
Bangladesh,1984-01-01,0.8605408348457351,5.71,179.0
Bangladesh,1985-01-01,0.8605408348457351,5.52,173.0
Bangladesh,1986-01-01,0.8605408348457351,5.33,168.0
Bangladesh,1987-01-01,0.8605408348457351,5.13,162.0
Bangladesh,1988-01-01,0.8605408348457351,4.93,156.0
Bangladesh,1989-01-01,0.8605408348457351,4.74,150.0
Bangladesh,1990-01-01,0.8605408348457351,4.55,144.0
Bangladesh,1991-01-01,0.447,4.37,138.0
Bangladesh,1992-01-01,0.8605408348457351,4.2,132.0
Bangladesh,1993-01-01,0.8605408348457351,4.03,126.0
Bangladesh,1994-01-01,0.8605408348457351,3.88,120.0
Bangladesh,1995-01-01,0.8605408348457351,3.73,114.0
Bangladesh,1996-01-01,0.8605408348457351,3.6,108.0
Bangladesh,1997-01-01,0.8605408348457351,3.47,103.0
Bangladesh,1998-01-01,0.8605408348457351,3.35,97.3
Bangladesh,1999-01-01,0.8605408348457351,3.23,92.2
Bangladesh,2000-01-01,0.8605408348457351,3.12,87.3
Bangladesh,2001-01-01,0.636,3.01,82.7
Bangladesh,2002-01-01,0.8605408348457351,2.91,78.2
Bangladesh,2003-01-01,0.8605408348457351,2.8,74.0
Bangladesh,2004-01-01,0.8605408348457351,2.7,70.0
Bangladesh,2005-01-01,0.8605408348457351,2.61,66.1
Bangladesh,2006-01-01,0.8605408348457351,2.52,62.4
Bangladesh,2007-01-01,0.8605408348457351,2.44,58.8
Bangladesh,2008-01-01,0.8605408348457351,2.38,55.4
Bangladesh,2009-01-01,0.8605408348457351,2.32,52.2
Bangladesh,2010-01-01,0.8605408348457351,2.28,49.1
Bangladesh,2011-01-01,0.787,2.24,46.2
Belarus,1975-01-01,0.8605408348457351,2.17,22.1
Belarus,1976-01-01,0.8605408348457351,2.14,22.1
Belarus,1977-01-01,0.8605408348457351,2.11,22.0
Belarus,1978-01-01,0.8605408348457351,2.1,21.8
Belarus,1979-01-01,0.8605408348457351,2.08,21.5
Belarus,1980-01-01,0.8605408348457351,2.08,21.1
Belarus,1981-01-01,0.8605408348457351,2.08,20.2
Belarus,1982-01-01,0.8605408348457351,2.09,19.4
Belarus,1983-01-01,0.8605408348457351,2.1,18.8
Belarus,1984-01-01,0.8605408348457351,2.11,18.1
Belarus,1985-01-01,0.8605408348457351,2.11,17.6
Belarus,1986-01-01,0.8605408348457351,2.1,17.0
Belarus,1987-01-01,0.8605408348457351,2.07,16.4
Belarus,1988-01-01,0.8605408348457351,2.03,15.9
Belarus,1989-01-01,0.998,1.97,15.4
Belarus,1990-01-01,0.8605408348457351,1.9,15.2
Belarus,1991-01-01,0.8605408348457351,1.82,15.2
Belarus,1992-01-01,0.8605408348457351,1.73,15.3
Belarus,1993-01-01,0.8605408348457351,1.64,15.5
Belarus,1994-01-01,0.8605408348457351,1.55,15.7
Belarus,1995-01-01,0.8605408348457351,1.47,15.7
Belarus,1996-01-01,0.8605408348457351,1.4,15.5
Belarus,1997-01-01,0.8605408348457351,1.34,15.1
Belarus,1998-01-01,0.8605408348457351,1.29,14.5
Belarus,1999-01-01,0.998,1.26,13.7
Belarus,2000-01-01,0.8605408348457351,1.24,12.8
Belarus,2001-01-01,0.8605408348457351,1.24,11.8
Belarus,2002-01-01,0.8605408348457351,1.24,10.8
Belarus,2003-01-01,0.8605408348457351,1.26,10.0
Belarus,2004-01-01,0.8605408348457351,1.29,9.24
Belarus,2005-01-01,0.8605408348457351,1.32,8.52
Belarus,2006-01-01,0.8605408348457351,1.36,7.83
Belarus,2007-01-01,0.8605408348457351,1.4,7.17
Belarus,2008-01-01,0.8605408348457351,1.45,6.55
Belarus,2009-01-01,0.998,1.5,6.0
Belarus,2010-01-01,0.8605408348457351,1.54,5.52
Belarus,2011-01-01,0.8605408348457351,1.58,5.11
Belize,1975-01-01,0.8605408348457351,6.28,78.6
Belize,1976-01-01,0.8605408348457351,6.25,75.5
Belize,1977-01-01,0.8605408348457351,6.2,72.6
Belize,1978-01-01,0.8605408348457351,6.11,69.8
Belize,1979-01-01,0.8605408348457351,5.99,67.1
Belize,1980-01-01,0.8605408348457351,5.85,64.5
Belize,1981-01-01,0.8605408348457351,5.68,61.9
Belize,1982-01-01,0.8605408348457351,5.51,59.3
Belize,1983-01-01,0.8605408348457351,5.34,56.7
Belize,1984-01-01,0.8605408348457351,5.17,54.2
Belize,1985-01-01,0.8605408348457351,5.02,51.5
Belize,1986-01-01,0.8605408348457351,4.89,48.8
Belize,1987-01-01,0.8605408348457351,4.77,46.1
Belize,1988-01-01,0.8605408348457351,4.67,43.4
Belize,1989-01-01,0.8605408348457351,4.58,40.7
Belize,1990-01-01,0.8605408348457351,4.51,38.3
Belize,1991-01-01,0.764,4.44,35.9
Belize,1992-01-01,0.8605408348457351,4.36,33.8
Belize,1993-01-01,0.8605408348457351,4.29,32.0
Belize,1994-01-01,0.8605408348457351,4.2,30.3
Belize,1995-01-01,0.8605408348457351,4.11,28.9
Belize,1996-01-01,0.8605408348457351,4.01,27.6
Belize,1997-01-01,0.8605408348457351,3.91,26.5
Belize,1998-01-01,0.8605408348457351,3.81,25.4
Belize,1999-01-01,0.8605408348457351,3.7,24.5
Belize,2000-01-01,0.8605408348457351,3.6,23.6
Belize,2001-01-01,0.8605408348457351,3.5,22.9
Belize,2002-01-01,0.8605408348457351,3.39,22.2
Belize,2003-01-01,0.8605408348457351,3.28,21.7
Belize,2004-01-01,0.8605408348457351,3.18,21.3
Belize,2005-01-01,0.8605408348457351,3.07,20.9
Belize,2006-01-01,0.8605408348457351,2.98,20.6
Belize,2007-01-01,0.8605408348457351,2.89,20.2
Belize,2008-01-01,0.8605408348457351,2.82,19.9
Belize,2009-01-01,0.8605408348457351,2.76,19.4
Belize,2010-01-01,0.8605408348457351,2.72,18.9
Belize,2011-01-01,0.8605408348457351,2.68,18.3
Benin,1975-01-01,0.8605408348457351,6.93,239.0
Benin,1976-01-01,0.8605408348457351,6.96,234.0
Benin,1977-01-01,0.8605408348457351,6.98,228.0
Benin,1978-01-01,0.8605408348457351,7.0,223.0
Benin,1979-01-01,0.298,7.02,219.0
Benin,1980-01-01,0.8605408348457351,7.03,215.0
Benin,1981-01-01,0.8605408348457351,7.03,211.0
Benin,1982-01-01,0.8605408348457351,7.02,207.0
Benin,1983-01-01,0.8605408348457351,7.01,203.0
Benin,1984-01-01,0.8605408348457351,6.99,199.0
Benin,1985-01-01,0.8605408348457351,6.97,195.0
Benin,1986-01-01,0.8605408348457351,6.94,191.0
Benin,1987-01-01,0.8605408348457351,6.9,188.0
Benin,1988-01-01,0.8605408348457351,6.86,184.0
Benin,1989-01-01,0.8605408348457351,6.81,180.0
Benin,1990-01-01,0.8605408348457351,6.74,175.0
Benin,1991-01-01,0.8605408348457351,6.68,171.0
Benin,1992-01-01,0.39899999999999997,6.6,167.0
Benin,1993-01-01,0.8605408348457351,6.53,163.0
Benin,1994-01-01,0.8605408348457351,6.45,159.0
Benin,1995-01-01,0.8605408348457351,6.36,156.0
Benin,1996-01-01,0.8605408348457351,6.28,152.0
Benin,1997-01-01,0.8605408348457351,6.2,149.0
Benin,1998-01-01,0.8605408348457351,6.12,146.0
Benin,1999-01-01,0.8605408348457351,6.04,143.0
Benin,2000-01-01,0.8605408348457351,5.96,139.0
Benin,2001-01-01,0.8605408348457351,5.89,136.0
Benin,2002-01-01,0.45299999999999996,5.82,133.0
Benin,2003-01-01,0.8605408348457351,5.75,129.0
Benin,2004-01-01,0.8605408348457351,5.69,126.0
Benin,2005-01-01,0.8605408348457351,5.63,123.0
Benin,2006-01-01,0.424,5.58,120.0
Benin,2007-01-01,0.8605408348457351,5.52,118.0
Benin,2008-01-01,0.8605408348457351,5.47,116.0
Benin,2009-01-01,0.8605408348457351,5.42,113.0
Benin,2010-01-01,0.8605408348457351,5.36,111.0
Benin,2011-01-01,0.8605408348457351,5.31,109.0
Bhutan,1975-01-01,0.8605408348457351,6.69,232.0
Bhutan,1976-01-01,0.8605408348457351,6.69,224.0
Bhutan,1977-01-01,0.8605408348457351,6.67,217.0
Bhutan,1978-01-01,0.8605408348457351,6.64,209.0
Bhutan,1979-01-01,0.8605408348457351,6.6,202.0
Bhutan,1980-01-01,0.8605408348457351,6.55,194.0
Bhutan,1981-01-01,0.8605408348457351,6.5,187.0
Bhutan,1982-01-01,0.8605408348457351,6.46,180.0
Bhutan,1983-01-01,0.8605408348457351,6.41,172.0
Bhutan,1984-01-01,0.8605408348457351,6.36,165.0
Bhutan,1985-01-01,0.8605408348457351,6.31,159.0
Bhutan,1986-01-01,0.8605408348457351,6.23,152.0
Bhutan,1987-01-01,0.8605408348457351,6.13,146.0
Bhutan,1988-01-01,0.8605408348457351,5.99,139.0
Bhutan,1989-01-01,0.8605408348457351,5.83,133.0
Bhutan,1990-01-01,0.8605408348457351,5.64,127.0
Bhutan,1991-01-01,0.8605408348457351,5.43,122.0
Bhutan,1992-01-01,0.8605408348457351,5.22,116.0
Bhutan,1993-01-01,0.8605408348457351,5.0,111.0
Bhutan,1994-01-01,0.8605408348457351,4.8,106.0
Bhutan,1995-01-01,0.8605408348457351,4.6,101.0
Bhutan,1996-01-01,0.8605408348457351,4.4,96.1
Bhutan,1997-01-01,0.8605408348457351,4.2,91.2
Bhutan,1998-01-01,0.8605408348457351,4.0,86.5
Bhutan,1999-01-01,0.8605408348457351,3.8,82.0
Bhutan,2000-01-01,0.8605408348457351,3.6,77.7
Bhutan,2001-01-01,0.8605408348457351,3.42,73.5
Bhutan,2002-01-01,0.8605408348457351,3.24,69.4
Bhutan,2003-01-01,0.8605408348457351,3.09,65.4
Bhutan,2004-01-01,0.8605408348457351,2.95,61.6
Bhutan,2005-01-01,0.7440000000000001,2.84,57.9
Bhutan,2006-01-01,0.8605408348457351,2.73,54.4
Bhutan,2007-01-01,0.8605408348457351,2.64,51.1
Bhutan,2008-01-01,0.8605408348457351,2.55,48.1
Bhutan,2009-01-01,0.8605408348457351,2.46,45.1
